Channel_CalceinAM	Count_Cells	ExecutionTime_01Images	ExecutionTime_02Metadata	ExecutionTime_03NamesAndTypes	ExecutionTime_04Groups	ExecutionTime_05IdentifyPrimaryObjects	ExecutionTime_06MeasureObjectSizeShape	ExecutionTime_07MeasureObjectIntensity	ExecutionTime_08MeasureObjectIntensityDistribution	ExecutionTime_09MeasureObjectNeighbors	ExecutionTime_10MeasureObjectNeighbors	ExecutionTime_11MeasureGranularity	ExecutionTime_12MeasureGranularity	ExecutionTime_13MeasureTexture	FileName_CalceinAM	Frame_CalceinAM	Granularity_10_CalceinAM	Granularity_11_CalceinAM	Granularity_12_CalceinAM	Granularity_13_CalceinAM	Granularity_14_CalceinAM	Granularity_15_CalceinAM	Granularity_16_CalceinAM	Granularity_17_CalceinAM	Granularity_18_CalceinAM	Granularity_19_CalceinAM	Granularity_1_CalceinAM	Granularity_20_CalceinAM	Granularity_21_CalceinAM	Granularity_22_CalceinAM	Granularity_23_CalceinAM	Granularity_24_CalceinAM	Granularity_25_CalceinAM	Granularity_26_CalceinAM	Granularity_27_CalceinAM	Granularity_28_CalceinAM	Granularity_29_CalceinAM	Granularity_2_CalceinAM	Granularity_30_CalceinAM	Granularity_3_CalceinAM	Granularity_4_CalceinAM	Granularity_5_CalceinAM	Granularity_6_CalceinAM	Granularity_7_CalceinAM	Granularity_8_CalceinAM	Granularity_9_CalceinAM	Group_Index	Group_Number	Height_CalceinAM	ImageNumber	ImageSet_ImageSet	MD5Digest_CalceinAM	Metadata_Col	Metadata_Field	Metadata_FileLocation	Metadata_Frame	Metadata_Row	Metadata_Series	Metadata_Well	ModuleError_01Images	ModuleError_02Metadata	ModuleError_03NamesAndTypes	ModuleError_04Groups	ModuleError_05IdentifyPrimaryObjects	ModuleError_06MeasureObjectSizeShape	ModuleError_07MeasureObjectIntensity	ModuleError_08MeasureObjectIntensityDistribution	ModuleError_09MeasureObjectNeighbors	ModuleError_10MeasureObjectNeighbors	ModuleError_11MeasureGranularity	ModuleError_12MeasureGranularity	ModuleError_13MeasureTexture	PathName_CalceinAM	Scaling_CalceinAM	Series_CalceinAM	Threshold_FinalThreshold_Cells	Threshold_OrigThreshold_Cells	Threshold_SumOfEntropies_Cells	Threshold_WeightedVariance_Cells	URL_CalceinAM	Width_CalceinAM
-1	129.0	0.0	0.0	1.7199999999999998	0.0	5.790000000000001	9.450000000000001	0.620000000000001	4.209999999999997	2.030000000000001	2.389999999999997	52.56	62.989999999999995	13.23999999999998	D - 06(fld 01).tif	0	3.317921988082815	2.2417465531382668	2.117931865078005	1.799307157910508	1.3842563500071372	1.3407090062984792	1.245950046790909	0.8867551128349167	0.43566106924593845	0.5097842705313606	8.93274053808812	0.3880105985008436	0.23436265415658478	0.4593146959529239	0.16837075203600135	0.13731690570894697	0.10564294599349396	0.42805723816017577	0.1227170402362602	0.1685778864002945	3.063143487347697	4.167440080731219	7.942136457951475	2.1481733443612003	1.5921556820528489	1.2329142682654166	1.6550108851091345	2.116622247706988	2.728222220737215	3.014639302450329	1	1	2048	1	b'eLvNuCdjG00xNMy/ZogMbKhqZKlXkpkGzq4wVwKDAGQ7ZsYGMRCZGxwIQAY4FIE0MGztAMdHh0I='	e9615b80862ac0cdf8e43b03278286f4	06	01	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2001%29.tif	0	D	0	D06	0	0	0	0	0	0	0	0	0	0	0	0	0	/hits/fast/ain/CompuCard/2021-02_life_cells/t8	65535	0	0.04394464194774628	0.087889284	-11.520507410793982	0.14407857943296065	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2001%29.tif	2048
-1	87.0	0.0	0.0	0.9099999999999966	0.0	7.370000000000033	10.180000000000007	0.6200000000000045	5.710000000000008	2.6999999999999886	2.5700000000000216	59.78999999999999	61.74000000000001	9.389999999999986	D - 06(fld 02).tif	0	3.6146701464394853	2.942191305396409	2.4910279827763353	1.8571088850465216	1.5914658214194	0.9892044362762532	0.8466664958613215	1.1566428609228727	0.621084389619127	0.4602339662007208	9.055419029236793	0.5299704255704033	0.2544057681031261	0.21403325355189573	0.27596415655475415	0.1515696565606327	0.6944367844522633	0.09073487435126178	0.06472325128435388	0.005982851071727269	0.008543726187571517	3.9615696497272372	0.0	1.4437286318449745	1.0159664021249677	1.214732812477241	1.3583102257634807	2.1246246579575976	3.2501186296614843	3.6809789902933856	2	1	2048	2	b'eLvNuCdjG00xNMy/ZogMbKRqZKlXkpkGzq4wVwKDAGQ7ZsYGMRCZGxwIQAY4FIE0MGztAMeXh0M='	fe8f574ba07516e69f382c2494cfb814	06	02	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2002%29.tif	0	D	0	D06	0	0	0	0	0	0	0	0	0	0	0	0	0	/hits/fast/ain/CompuCard/2021-02_life_cells/t8	65535	0	0.0751953125	0.15039062	-11.398598419857727	0.1737474815460871	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2002%29.tif	2048
-1	123.0	0.0	0.0	1.2000000000000455	0.0	6.449999999999932	9.839999999999975	0.6199999999999477	4.930000000000064	2.499999999999943	3.0100000000000477	57.660000000000025	63.799999999999955	12.579999999999984	D - 06(fld 03).tif	0	3.508440250737966	3.093270869354767	3.100075074493023	2.8733394603195377	2.357157360090594	2.3580910855509227	1.1915163651054084	1.1466985179983848	0.9290743316788457	0.5582021137685231	8.152700221230377	0.46076356327078993	0.5380391929093584	1.0405508021536933	0.20669823170537502	0.22345231617928793	0.19214854099462064	0.1081945251166483	0.1103432413043684	0.06529000753316397	0.048848500301446725	3.705485164605361	0.3072868075895128	1.5095957755796223	1.3983917654044367	1.3182720911910395	1.753209925864601	2.45250218065032	3.1371911835438593	4.212834535097504	3	1	2048	3	b'eLvNuCdjG00xNMy/ZogMbKxqZKlXkpkGzq4wVwKDAGQ7ZsYGMRCZGxwIQAY4FIE0MGztAMfnh0Q='	65b01859f144ac20eb12ed5c05dd67a6	06	03	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2003%29.tif	0	D	0	D06	0	0	0	0	0	0	0	0	0	0	0	0	0	/hits/fast/ain/CompuCard/2021-02_life_cells/t8	65535	0	0.05371011793613434	0.107420236	-11.669168214916429	0.17200622434454615	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2003%29.tif	2048
-1	108.0	0.0	0.0	1.329999999999984	0.0	6.889999999999986	10.200000000000045	0.6100000000000136	5.899999999999977	2.5	2.8500000000000227	55.049999999999955	62.539999999999964	15.509999999999991	D - 06(fld 04).tif	0	4.294900073663836	3.065109342393027	2.0642780586487137	1.9154460592473743	1.5851604857891706	1.4211302643073387	1.1096126053651203	0.7135194382381727	0.7870130160043574	0.45392989285701274	8.773705329919386	0.7944955787922787	0.22343712441454727	0.34369751421980144	1.19916572920505	0.16040759702852336	1.9831154100442032	0.0	13.86130680716272	1.378730344774475	6.1643706839013435	3.873009195384021	0.0	1.521633417890469	1.124757419266148	1.1836066947764963	1.6774308275002132	2.3844879781344397	3.6765968573256558	4.562872092508698	4	1	2048	4	b'eLvNuCdjG00xNMy/ZogMbKJqZKlXkpkGzq4wVwKDAGQ7ZsYGMRCZGxwIQAY4FIE0MGztAMg3h0U='	ac25a74be049920b029f03b646f88780	06	04	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2004%29.tif	0	D	0	D06	0	0	0	0	0	0	0	0	0	0	0	0	0	/hits/fast/ain/CompuCard/2021-02_life_cells/t8	65535	0	0.0634765625	0.12695312	-11.437215372512224	0.1446247908998579	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2004%29.tif	2048
-1	138.0	0.0	0.0	1.580000000000041	0.0	7.660000000000082	10.710000000000036	0.6200000000000045	6.490000000000009	2.6299999999998818	3.300000000000068	55.25	60.210000000000036	15.789999999999964	D - 06(fld 05).tif	0	3.778256800863744	2.860080423754134	2.404688940920437	2.3461413792749015	2.0142452074611126	1.140527136378488	0.9668231289937239	0.8510747829924761	0.6094540941998897	0.5512023493652128	8.904099148712383	0.46218948770797363	1.0622478205542056	0.30661663729456873	1.4471021743883354	0.536140410270979	1.3536290242880764	5.123781393279266	0.0	4.047112196653135	0.0	4.403002696920465	8.771477161175422	2.0078086276370635	1.6504693815094469	1.2653556608790424	1.472219722071407	2.1516100508166764	2.990566379631773	3.636603210561286	5	1	2048	5	b'eLvNuCdjG00xNMy/ZogMbKpqZKlXkpkGzq4wVwKDAGQ7ZsYGMRCZGxwIQAY4FIE0MGztAMiHh0Y='	304973b3b2bab735538b164aaa5b6632	06	05	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2005%29.tif	0	D	0	D06	0	0	0	0	0	0	0	0	0	0	0	0	0	/hits/fast/ain/CompuCard/2021-02_life_cells/t8	65535	0	0.0478508323431015	0.095701665	-11.639140801892864	0.15015291705210743	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2005%29.tif	2048
-1	110.0	0.0	0.0	0.9600000000000364	0.0	6.980000000000018	9.11999999999989	0.5900000000000318	4.290000000000077	2.1399999999999864	2.5299999999999727	55.67999999999995	61.72000000000014	11.689999999999827	D - 06(fld 06).tif	0	4.3011235403771835	3.5841711436344905	3.1982559124450685	2.219678494379875	1.850672369133276	1.198525728073846	0.9418100201888622	0.45057982672435726	0.5611884812279703	1.1360936425788664	8.530995768070866	0.2883095508311403	0.2783117671582503	0.01071418925268241	0.46541129814984655	0.0	0.41479641638586495	0.018113574896344308	0.0	0.026087719466281502	0.022223893996760224	3.7912981837604196	0.007663393661062734	1.6288481504550498	1.4558929265108864	1.4602202011192318	1.8332274146093814	2.170643304379165	2.9669559334399436	4.057504551513048	6	1	2048	6	b'eLvNuCdjG00xNMy/ZogMDGRa6pVkpoGzK8yVwCAA2Y6ZsUEMROYGBwKQAQ5FIA0MWzsAyNeHRw=='	f1dda61b2bb288d3ff7a553a3bcf6300	06	06	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2006%29.tif	0	D	0	D06	0	0	0	0	0	0	0	0	0	0	0	0	0	/hits/fast/ain/CompuCard/2021-02_life_cells/t8	65535	0	0.0673828125	0.13476562	-11.481852454178277	0.1923871620598625	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2006%29.tif	2048
-1	63.0	0.0	0.0	1.4800000000000182	0.0	6.5	8.900000000000091	0.5699999999999363	4.080000000000041	2.269999999999982	2.67999999999995	55.41999999999996	55.22000000000003	7.210000000000036	D - 06(fld 07).tif	0	4.961322416096715	3.6490698306889153	3.084627910582522	1.9426098048639355	1.1154297666263835	0.8828341774568679	0.7010491524426045	1.086075648731563	0.47651032416793776	0.4414997562081414	9.100735387494009	0.5688834763951249	1.2321068083791804	0.0	3.192397425754107	9.018749165650075	1.0538977151804465	0.0	3.3600921413760845	5.236726738291149	3.2073722503254958	3.46167031548185	0.0	0.9220309413485611	0.7118148073021459	0.749144641896481	1.2344958304616094	2.2361611242097665	3.3847431384202746	4.605861298726553	7	1	2048	7	b'eLvNuCdjG00xNMy/ZogMbK5qZKlXkpkGzq4wVwKDAGQ7ZsYGMRCZGxwIQAY4FIE0MGztAMknh0g='	3189888528dafee3ed414dc16935a4bb	06	07	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2007%29.tif	0	D	0	D06	0	0	0	0	0	0	0	0	0	0	0	0	0	/hits/fast/ain/CompuCard/2021-02_life_cells/t8	65535	0	0.0908203125	0.18164062	-11.475557864844124	0.19420786464867135	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2007%29.tif	2048
-1	10.0	0.0	0.0	0.4900000000000091	0.0	6.429999999999836	6.6099999999999	0.4900000000000091	2.6200000000001182	2.3900000000001	2.5699999999999363	57.919999999999845	55.95999999999981	2.560000000000173	D - 06(fld 08).tif	0	2.8476062336276895	2.7693929305886646	2.609716298746082	2.5047687501867824	2.621958160233198	1.6675734528772703	0.7324423853997701	0.7789156534849594	0.9240162638953063	0.8407002835124964	9.328954512051691	0.2650221238225707	0.13305312135821287	0.19682913732263715	0.11092117447862564	0.04736765487428183	0.1452902704190212	0.09590437310940904	0.13831344956436403	0.0427464559713978	0.0636196681131176	3.5753504204892845	3.387120082875813	0.8693474482449883	0.5151847025802767	0.7589039674901985	1.0979804498554007	1.7942662403244747	2.4356958313369774	2.7211264696104527	8	1	2048	8	b'eLvNuCdjG00xNMy/ZogMDAxxS72SzDRwdoW5EhgEINsxMzaIgcjc4EAAMsChCKSBYWsHAMl3h0k='	5dec2010a7fb746ff4e9584e20862eb4	06	08	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2008%29.tif	0	D	0	D06	0	0	0	0	0	0	0	0	0	0	0	0	0	/hits/fast/ain/CompuCard/2021-02_life_cells/t8	65535	0	0.1396484375	0.27929688	-11.269868566869674	0.2399181361068372	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2008%29.tif	2048
-1	80.0	0.0	0.0	0.4500000000000455	0.0	6.549999999999727	9.840000000000146	0.5699999999999363	5.720000000000255	2.6399999999998727	2.839999999999918	57.700000000000045	58.08999999999992	7.7400000000002365	D - 06(fld 09).tif	0	3.046246584467407	1.6892393834285822	1.4966259532793837	1.622010936727839	1.1476841302913554	1.3985505555255615	0.6680567854769012	0.6065894650433501	0.5052677228717799	0.2625867684631451	9.460487579827594	0.4128812577687391	0.18085445780139198	0.2685754849565451	0.09690939021455583	0.30286884589481905	1.239078113615693	0.13402188292081194	4.2137295084439375	12.35271730449897	10.997713320654633	3.6718042404776163	2.473705534397696	1.0042759945575184	0.7587860530313016	0.8576947524526811	1.3010807910460533	2.2385894701283617	3.739051398490892	3.9020862821177396	9	1	2048	9	b'eLvNuCdjG00xNMy/ZogMbKlqZKlXkpkGzq4wVwKDAGQ7ZsYGMRCZGxwIQAY4FIE0MGztAMnHh0o='	17e8748f249f5d05e1d19f5e0248d6ae	06	09	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2009%29.tif	0	D	0	D06	0	0	0	0	0	0	0	0	0	0	0	0	0	/hits/fast/ain/CompuCard/2021-02_life_cells/t8	65535	0	0.0537109375	0.107421875	-11.269968229825384	0.11430865424416581	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2009%29.tif	2048
-1	143.0	0.0	0.0	0.33999999999991815	0.0	6.580000000000155	10.769999999999982	0.7199999999997999	6.809999999999945	2.5300000000002	3.0599999999999454	55.94999999999982	58.20000000000027	13.6099999999999	D - 06(fld 10).tif	0	4.122133661349974	3.441588107327939	3.246042573056095	2.366520438971238	1.9289364995254288	1.7853880438499383	1.4546020572098293	0.9173632639676397	1.2248814942841495	0.8141433663855923	7.805812510241604	0.6940673005499107	0.4660169215108526	0.29500696325294046	0.2686309295524224	0.45856514427996237	0.0018742003310933245	0.05590416844385562	0.06390690510642194	0.07273003472295092	2.632703353730437	3.4384140279449493	6.936719312473933	1.6781900137347636	1.30711922082822	1.3141531780071334	1.4686120508366483	2.5028414971660258	3.7912142748641	4.76986791327133	10	1	2048	10	b'eLvNuCdjG00xNMy/ZvBgNgTmZUu9ksw0cHaFuRIYBCDbMTM2iIHI3OBAADLAoQikgWFrBwDHSIdC'	51a81894f6f74d62a0da5cbb0f069ec7	06	10	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2010%29.tif	0	D	0	D06	0	0	0	0	0	0	0	0	0	0	0	0	0	/hits/fast/ain/CompuCard/2021-02_life_cells/t8	65535	0	0.0537109375	0.107421875	-10.641219856310048	0.045773422660895235	file:/hits/fast/ain/CompuCard/2021-02_life_cells/t8/D%20-%2006%28fld%2010%29.tif	2048
